Name,Location,time,date,description,upvotes
"HARVEST SONS, DAN HUBBARD, DEARIE!!",Blackbird119 W. Main St.,9:00pm,"November 9, 2019", ,0
CRAFT LEAGUE OF CHAMPAIGN-URBANA ART FAIR,Savoy Recreation Center402 W. Graham Dr.,10:00am - 4:00pm,"November 10, 2019", ,0
MERCYME-IMAGINE NATION TOUR 2019,Allerton Park & Retreat Center515 Old Time Rd.,8:00pm - 12:00am,"November 10, 2019", ,0
BLUES DANCE EVERY MONDAY,,6:00pm - 9:00pm,"November 11, 2019", ,0
INDIGO GIRLS,,8:30pm - 12:00am,"November 12, 2019", ,0
FIGHTING ILLINI WOMEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am - 11:59pm,"November 13, 2019", ,0
SPEAK CAFE,Krannert Art Museum & Kinkead Pavilion500 E. Peabody Dr.,7:00pm - 9:00pm,"November 14, 2019", ,0
FIGHTING ILLINI VOLLEYBALL,Huff Hall1206 S. Fourth St.,7:00pm,"November 15, 2019", ,0
FIGHTING ILLINI WOMEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am - 11:59pm,"November 16, 2019", ,0
FIGHTING ILLINI VOLLEYBALL,Huff Hall1206 S. Fourth St.,7:00pm,"November 16, 2019", ,0
FIGHTING ILLINI MEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am,"November 18, 2019", ,0
BLUES DANCE EVERY MONDAY,,6:00pm - 9:00pm,"November 18, 2019", ,0
FIGHTING ILLINI MEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am,"November 20, 2019", ,0
FESTIVAL OF TREES,Hilton Garden Inn Champaign-Urbana1501 S. Neil St.,6:00pm,"November 22, 2019", ,0
FIGHTING ILLINI MEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am,"November 23, 2019", ,0
GIFFORD STATE BANK COUNTRY CHRISTMAS CRAFT SHOW,GordyvilleRoute 136 East,8:00am - 5:00pm,"November 23, 2019", ,0
FESTIVAL OF TREES,Hilton Garden Inn Champaign-Urbana1501 S. Neil St.,6:00pm,"November 23, 2019", ,0
FIGHTING ILLINI WOMEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am - 11:59pm,"November 24, 2019", ,0
FESTIVAL OF TREES,Hilton Garden Inn Champaign-Urbana1501 S. Neil St.,6:00pm,"November 24, 2019", ,0
HOLIDAY CARD PHOTO OP,The Virginia Theatre203 West Park Avenue,5:00pm - 8:00pm,"November 25, 2019", ,0
BLUES DANCE EVERY MONDAY,,6:00pm - 9:00pm,"November 25, 2019", ,0
FIGHTING ILLINI MEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am,"November 26, 2019", ,0
FIGHTING ILLINI VOLLEYBALL,Huff Hall1206 S. Fourth St.,7:00pm,"November 27, 2019", ,0
”REDS OF CHRISTMAS” IN HISTORIC DOWNTOWN MONTICELLO,,5:30pm - 8:30pm,"November 29, 2019", ,0
FIGHTING ILLINI WOMEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am - 11:59pm,"November 30, 2019", ,0
FIGHTING ILLINI FOOTBALL,University of Illinois - Memorial Stadium1402 South 1st St,12:00am,"November 30, 2019", ,0
PARADE OF LIGHTS,,3:00pm - 7:30pm,"November 30, 2019", ,0
"THE SECOND CITY: THE GOOD, THE BAD, & THE UGLY SWEATER",The Virginia Theatre203 West Park Avenue,7:30pm,"November 30, 2019", ,0
SWEETS WITH SANTA,,3:00pm - 6:00pm,"December 1, 2019", ,0
STATIC-X WISCONSIN DEATH TRIP - 20TH ANNIVERSARY TOUR,The City Center505 S Chestnut St,6:25pm,"December 1, 2019", ,0
FIGHTING ILLINI MEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am,"December 2, 2019", ,0
HOLIDAY CARD PHOTO OP,The Virginia Theatre203 West Park Avenue,5:00pm - 8:00pm,"December 2, 2019", ,0
BLUES DANCE EVERY MONDAY,,6:00pm - 9:00pm,"December 2, 2019", ,0
MEET SANTA CLAUS AT THE VIRGINIA THEATRE,The Virginia Theatre203 West Park Avenue,5:00pm - 7:00pm,"December 4, 2019", ,0
MEET SANTA CLAUS AT THE VIRGINIA THEATRE,The Virginia Theatre203 West Park Avenue,5:00pm - 7:00pm,"December 5, 2019", ,0
ART + DESIGN VISITORS SERIES LECTURE,"500 E. Peabody Dr.Champaign, IL 61820",6:30pm - 12:00am,"December 5, 2019", ,0
THE NUTCRACKER,Krannert Center for the Performing Arts500 S. Goodwin Ave.,7:30pm,"December 5, 2019", ,0
THE NUTCRACKER,Krannert Center for the Performing Arts500 S. Goodwin Ave.,7:30pm,"December 6, 2019", ,0
BREAKFAST WITH SANTA 2019,Curtis Orchard & Pumpkin Patch3902 S. Duncan Rd.,9:00am,"December 7, 2019", ,0
THE NUTCRACKER,Krannert Center for the Performing Arts500 S. Goodwin Ave.,2:00pm,"December 7, 2019", ,0
TONS O' FUN BAND & FRIENDS CHRISTMAS SHOW,The Virginia Theatre203 West Park Avenue,7:00pm,"December 7, 2019", ,0
THE NUTCRACKER,Krannert Center for the Performing Arts500 S. Goodwin Ave.,7:30pm,"December 7, 2019", ,0
BREAKFAST WITH SANTA 2019,Curtis Orchard & Pumpkin Patch3902 S. Duncan Rd.,9:00am,"December 8, 2019", ,0
THE NUTCRACKER,Krannert Center for the Performing Arts500 S. Goodwin Ave.,2:00pm,"December 8, 2019", ,0
THE NUTCRACKER,Krannert Center for the Performing Arts500 S. Goodwin Ave.,6:00pm,"December 8, 2019", ,0
BLUES DANCE EVERY MONDAY,,6:00pm - 9:00pm,"December 9, 2019", ,0
WREATH WORKSHOP WITH DELIGHT FLOWER FARM,Allerton Park & Retreat Center515 Old Time Rd.,6:00pm - 8:00pm,"December 10, 2019", ,0
FIGHTING ILLINI MEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am,"December 11, 2019", ,0
WREATH WORKSHOP WITH DELIGHT FLOWER FARM,Allerton Park & Retreat Center515 Old Time Rd.,4:30pm - 6:30pm,"December 11, 2019", ,0
A MAGICAL CIRQUE CHRISTMAS,"203 W. Park Ave.Champaign, IL 61820",8:30pm - 12:00am,"December 11, 2019", ,0
MEET SANTA CLAUS AT THE VIRGINIA THEATRE,The Virginia Theatre203 West Park Avenue,5:00pm - 7:00pm,"December 12, 2019", ,0
FIGHTING ILLINI MEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am,"December 14, 2019", ,0
PIZZA & PAJAMAS WITH SANTA,Douglass Community Center512 E. Grove St.,12:00pm - 1:30pm,"December 14, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 14, 2019", ,0
A HOLIDAY AFFAIR,"515 Old Timber Rd.Monticello, IL 61856",7:00pm - 11:00pm,"December 14, 2019", ,0
FIGHTING ILLINI WOMEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am - 11:59pm,"December 15, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 15, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 16, 2019", ,0
BLUES DANCE EVERY MONDAY,,6:00pm - 9:00pm,"December 16, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 17, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 18, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 19, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 20, 2019", ,0
FEAST OF JUUL,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 8:00pm,"December 21, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 21, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 22, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 23, 2019", ,0
BLUES DANCE EVERY MONDAY,,6:00pm - 9:00pm,"December 23, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 24, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 25, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 26, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 27, 2019", ,0
FIGHTING ILLINI WOMEN'S BASKETBALL,State Farm Center1800 S. First Street,12:00am - 11:59pm,"December 28, 2019", ,0
KIRBY WINTER WELLNESS WALK,Allerton Park & Retreat Center515 Old Time Rd.,5:00pm - 9:00pm,"December 28, 2019", ,0
