Name,Location,time,date,description,upvotes
KAM Exhibition | Revealing Presence: Women in Architecture at the University of Illinois,"Main Level, East Gallery",12:00am - 11:59pm,"October 11, 2019","""Revealing Presence"" illuminates the scale and breadth of architectural work by women and its enduring contribution to the built environment by focusing on the work of alumnae of the Illinois School of Architecture.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 11, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 11, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Inclusive Lab Leaders Workshop,Beckman Institute Administration,9:30 am,"October 11, 2019",Session 2 is targeted toward grad students and postdoctoral researchers.,0
Bike Maintenance 101,"Campus Bike Center - 608 E Pennsylvania Ave., Champaign, IL",11:00 am - 12:00 pm,"October 11, 2019","Bike Maintenance 101 The class is a demonstration; please do not bring your bike. Learn how to take care of your bike! If you ride a bicycle, then you need this class!",0
Bike Maintenance 101,608 E Pennsylvania Ave,11:00 am - 12:00 pm,"October 11, 2019","Learn how to take care of your bike! If you ride a bicycle, then you need this class! In this informative session, you will learn how to lube a chain, fix a flat tire in record time, and make other minor adjustments to your bicycle that will keep you riding smoothly and prolong your bike’s life.",0
Womxn Rise Up: Affordable Housing for Whom?,"University YMCA, 1001 S Wright St.",12:00 pm,"October 11, 2019","This fall, the University YMCA’s Friday Forum explores how inspiring women leaders are addressing not just issues that disproportionately affect womxn but also a myriad of the most pressing social and environmental issues in our communities. Join us as we celebrate the creativity, passion and impact of womxn working for progressive change.",0
YMCA Friday Forum: Affordable Housing for Whom?,"Latzer Hall of the University YMCA, 1001 S. Wright Street, Champaign",12:00 pm,"October 11, 2019","Affordable Housing for Whom? featuring Esther Patt, C-U Tenant Union",0
YOGA at KAM,Krannert Art Museum: Hood Classroom,12:00 - 1:00 pm,"October 11, 2019",A Friday lunchtime series of free yoga classes introduces participants to the fundamentals of hatha yoga. Please bring a mat and wear comfortable clothing. Held in the Hood Classroom on the lower level of the museum.,0
Yoga at the Museum (KAM),"Lower Level, Hood Classroom, Krannert Art Museum",12:00 - 1:00 pm,"October 11, 2019",A Friday lunchtime series of free yoga classes introduces participants to the fundamentals of hatha yoga. Please bring a mat and wear comfortable clothing. Held in the Hood Classroom on the lower level of the museum. (No session Nov 29 or Dec 6),0
Weekly Yoga and Meditation,Illini Union Room 406,6:00 - 7:00 pm,"October 11, 2019",De-stress and energize your mind and body with 1-hour of Yoga and Meditation. *Yoga mats will be provided. *No experience necessary ;),0
Illinois Soccer vs. Michigan,Demirjian Park,7:00 pm,"October 11, 2019",Sporting Event,0
Exhibit -- The Iron Horse of the Prairie State,"Main Library, room 324",12:00am - 11:59pm,"October 12, 2019","The Illinois History and Lincoln Collections is pleased to present “The Iron Horse of the Prairie State,” an exhibit that explores the evolution of the railroad in Illinois’s history. The exhibit showcases the IHLC’s holdings related to railroads, from their inception when railroad fever struck Illinois in the 1830s to today.",0
Molecular and Cellular Biology Graduate Student Association,Urbana's Market at the Square: Corner of Illinois and Vine St.,8:00 am - 12:00 pm,"October 12, 2019","This week, our popular ""Ask a Scientist"" booth features the UIUC Molecular and Cellular Biology Graduate Student Association.",0
Illinois Football vs. Michigan,Memorial Stadium,12:00am - 11:59pm,"October 12, 2019",Sporting Event,0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 12, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 12, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 12, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
KAM Exhibition | Revealing Presence: Women in Architecture at the University of Illinois,"Main Level, East Gallery",12:00am - 11:59pm,"October 12, 2019","""Revealing Presence"" illuminates the scale and breadth of architectural work by women and its enduring contribution to the built environment by focusing on the work of alumnae of the Illinois School of Architecture.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 12, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
Illinois Volleyball vs. Indiana,Huff Hall,7:00 pm,"October 12, 2019",Sporting Event,0
Chick Corea Trilogy with Christian McBride and Brian Blade,Tryon Festival Theatre,7:30 pm,"October 12, 2019","Individually, pianist Chick Corea, bassist Christian McBride, and drummer Brian Blade represent the heights of their crafts—so imagine what happens when these three musical masters join forces for a landmark project.",0
Latin Dance Night / Noche de Baile Latino,Lobby and Stage 5,9:30 pm,"October 12, 2019","Come enjoy a FREE Latin Dance Night in the Krannert Center Lobby, co-sponsored by La Casa Cultural Latina.",0
Exhibit -- The Iron Horse of the Prairie State,"Main Library, room 324",12:00am - 11:59pm,"October 13, 2019","The Illinois History and Lincoln Collections is pleased to present “The Iron Horse of the Prairie State,” an exhibit that explores the evolution of the railroad in Illinois’s history. The exhibit showcases the IHLC’s holdings related to railroads, from their inception when railroad fever struck Illinois in the 1830s to today.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 13, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
Illinois Soccer vs. Michigan State,Demirjian Park,1:00 pm,"October 13, 2019",Sporting Event,0
Exhibit -- The Iron Horse of the Prairie State,"Main Library, room 324",12:00am - 11:59pm,"October 14, 2019","The Illinois History and Lincoln Collections is pleased to present “The Iron Horse of the Prairie State,” an exhibit that explores the evolution of the railroad in Illinois’s history. The exhibit showcases the IHLC’s holdings related to railroads, from their inception when railroad fever struck Illinois in the 1830s to today.",0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 14, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 14, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 14, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 14, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
SPO Brown Bag--Tom Kwapil--UIUC,819 Psychology,12:00 pm,"October 14, 2019",Other,0
Developing a Teaching Philosophy Statement for a Faculty Job Search,"Armory building, room 428",2:00 - 3:30 pm,"October 14, 2019","Come to this workshop to begin the process of identifying your teaching philosophy, deciding which parts of it belong in your statement, and avoiding common mistakes.",0
CLACS Lecture Series. Presenter: Dr. Flavia Andrade,"101 International Studies Building, 910 S Fifth St, Champaign, IL 61820",3:00 pm,"October 14, 2019",Lecture,0
Mindful Monday,"Grainger Library, Rm 404",4:00 - 5:00 pm,"October 14, 2019",Schedule your study break to stop by and enjoy a relaxation technique facilitated by McKinley's Stress Management Peers. Pick up some stress related materials and resources.,0
Health/Fitness,Flu shots at the IKE/Ikenberry Commons - Lobby,4:30 - 7:30 pm,"October 14, 2019","Tuesday, October 15, 2019",0
Exhibit -- The Iron Horse of the Prairie State,"Main Library, room 324",12:00am - 11:59pm,"October 15, 2019","The Illinois History and Lincoln Collections is pleased to present “The Iron Horse of the Prairie State,” an exhibit that explores the evolution of the railroad in Illinois’s history. The exhibit showcases the IHLC’s holdings related to railroads, from their inception when railroad fever struck Illinois in the 1830s to today.",0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 15, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 15, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 15, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 15, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 15, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Emerging Tech Hands-on: 3D Printing/Design,TechHub - Armory Room 151A,10:00 - 11:00 am,"October 15, 2019","CITL Innovation Spaces is hosting a variety of hands-on emerging technology topics for beginners. Workshops are open to everyone. (Note: workshops can count towards the Certificate in Teaching-Enhanced Technology, but may require a short reflection paper.)",0
AACC Food for Thought: To Thrive and Flourish: New American Welcome Center,"Asian American Cultural Center Lounge, 1210 Nevada St, Urbana",12:00 - 1:00 pm,"October 15, 2019","Food for Thought, part of the Office of Inclusion and Intercultural Relation's Lunch on Us series, is a weekly noontime discussion focused on topics relevant to the Asian American community. Past discussions include topics such as nutrition, mental health, sexual health, and issues of queer Asian Americans.",0
"Conversations with the Author: Jill Hasday, ""Intimate Lies and the Law""","Room D, College of Law",12:00 pm,"October 15, 2019",Lecture,0
Fox Family Innovation and Entrepreneurship Lecture,612 Conference Center Carl R. Woese Institute for Genomic Biology,12:00 pm,"October 15, 2019","Kevin White, PhD President of Tempus Labs Inc.; Professor, Department of Human Genetics and Medicine, University of Chicago",0
Mindfulness Meditation,Wohlers Hall - Rm. 174,12:00 - 12:50 pm,"October 15, 2019",This beginner-friendly course will introduce the concept of mindful meditation.,0
Responsible Conduct of Research: Michelle Lore,Beckman 1005,12:00 pm,"October 15, 2019","Michelle Lore, REDCap Applications Specialist at the Interdisciplinary Health Sciences Institute at Illinois, will talk about REDCap – what it is and how to use it here on campus. This is mostly a tool for human subjects research – so behavioral and social sciences grad students, postdocs, and faculty would be especially interested. Lunch will be provided.",0
Mindful Meditation,"Spurlock Museum, 600 S Gregory St, Urbana",12:30 - 1:00 pm,"October 15, 2019","During each 30–minute session, Mary Wolters of Green Yoga Spa will help participants bring a focus to their breathing and share tips for how to engage mindfully. No registration or special equipment is necessary, and participants may attend as many or few sessions as they like.",0
Health/Fitness,Flu shots at Grainger Library - 1st Floor West,3:30 - 6:30 pm,"October 15, 2019",7:00 - 8:15 pm,0
Tuesdays @ 7 Workshop - Balancing Technology and Mental Health,Asian American Cultural Center (AACC),7:00 - 8:15 pm,"October 15, 2019",Counseling Center Paraprofessionals are a group of undergraduate students who work to assist other students in embracing wellness. Each semester they hold weekly workshops on wellness topics that are relevant to our campus.,0
Exhibit -- The Iron Horse of the Prairie State,"Main Library, room 324",12:00am - 11:59pm,"October 16, 2019","The Illinois History and Lincoln Collections is pleased to present “The Iron Horse of the Prairie State,” an exhibit that explores the evolution of the railroad in Illinois’s history. The exhibit showcases the IHLC’s holdings related to railroads, from their inception when railroad fever struck Illinois in the 1830s to today.",0
Introduction to Scholarly Research - Section IV: Writing a Research Paper Outline,"Room 314, Main Library Building",12:00am - 11:59pm,"October 16, 2019","Join a team of librarians for this series of five workshops, during which you will learn how to become a more successful researcher. Each section will be offered twice, once in the morning and once in the afternoon. Register for more information here: https://go.library.illinois.edu/research.",0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 16, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 16, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 16, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 16, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 16, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
"Jr. Faculty Fall 2019 Teaching Series, wksp #5: Make Teaching Stick: Six Ways to Make Your Lessons More Memorable",Room 428 Armory Buildling (Southwest corner of the building),11:30 am - 1:00 pm,"October 16, 2019",Conference/Workshop,0
Thesis Office Hours,Main Library Building Room 106,11:30 am - 12:30 pm,"October 16, 2019","Do you have questions regarding your MA thesis? Come to the Thesis Office Hours. Get help from Emily Wuchner (Thesis Coordinator, Graduate College) and a small group of research specialists on the submission process, procedures and requirements, formatting texts, research queries, and working with data.",0
CAS Brown Bag series talk--Contested Identities and Statelessness: Exploring “Belongingness” in the Case of Immigrants in Kenya and the U.S.,Room 101 International Studies Bldg; 910 S. Fifth St.; Champaign,12:00 pm,"October 16, 2019",Lecture,0
What Environmental Health Professionals Need to Know about Wells,Free Online Webinar,1:00 - 2:30 pm,"October 16, 2019","This free webinar will provide an introduction to groundwater, well construction, water quality, and well care best practices for environmental health professionals and others who serve well owners. Information on how to find local experts and sources of additional free training will be included.",0
Health/Fitness,Flu shots at Grainger Library - 1st Floor West,3:30 - 6:30 pm,"October 16, 2019",5:15 - 6:15 pm,0
Dare to Dream,"Huff Hall, Room 209",5:15 - 6:15 pm,"October 16, 2019","Being intentional about dreaming, goal setting and action at any stage in life!",0
Thai Cuisine,ARC Instructional Kitchen - 201 E. Peabody Dr. Champaign IL 61820,5:30 - 7:00 pm,"October 16, 2019",Did you know that meals in Thailand are treated as celebrations? Come feast on your favorite Thai staples like Spring Rolls and Pad Thai.,0
Performance/Talk: Women in Music,"Third Floor Lecture Hall, Levis Faculty Center (919 West Illinois Street, Urbana)",7:30 pm,"October 16, 2019","Featuring Emily McKown, Olivia Tasch, and Carrie Chandler, members of Girls Rock! Champaign-Urbana. Moderated by Fiona Ngô (Gender & Women’s Studies and Asian American Studies).",0
Exhibit -- The Iron Horse of the Prairie State,"Main Library, room 324",12:00am - 11:59pm,"October 17, 2019","The Illinois History and Lincoln Collections is pleased to present “The Iron Horse of the Prairie State,” an exhibit that explores the evolution of the railroad in Illinois’s history. The exhibit showcases the IHLC’s holdings related to railroads, from their inception when railroad fever struck Illinois in the 1830s to today.",0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 17, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 17, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 17, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 17, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 17, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Health/Fitness,"Flu shots at ACES/Agricultural, Consumer and Educational Sciences - Heritage Room",9:30 am - 1:30 pm,"October 17, 2019",11:00 am - 4:00 pm,0
Farm Stand on the Quad,South Side of Illini Union on the Main Quad,11:00 am - 4:00 pm,"October 17, 2019","The Sustainable Student Farm sells their produce at their farm stand on the Quad every Thursday, 11am to 4pm, from May to end of October.",0
WW Workshops (Weight Watchers® Reimagined),"249 Bevier Hall (Bevier Commons), 905 South Goodwin Ave, Urbana",12:15 - 12:45 pm,"October 17, 2019","Confidential weigh-in starts at noon, and the meeting runs from 12:15-12:45.",0
Framing the Global Immigrant Challenge: Evidence from Tweets Sent by Elected Representatives,TBA,4:00 pm,"October 17, 2019",Lecture,0
Krannert Uncorked with Lyric Theatre Showcase,Stage 5,5:00 pm,"October 17, 2019","At Krannert Uncorked, Stage 5 is the crossroads to gather, make connections, and try a new wine.",0
Prudential Pathways,Siebel Center for Computer Science - Rm 1214,5:15 - 6:15 pm,"October 17, 2019","Prudential Pathways offers practical, down-to earth information that can help you and your family today, tomorrow, and beyond.",0
CLACS Movie Night,"Lucy Ellis Lounge, 1080 FLB, University of Illinois at Urbana-Champaign",6:00 pm,"October 17, 2019",Film Screening,0
What to Wear,Activities and Recreation Center- 201 E. Peabody Dr. Champaign IL 61820,7:00 - 8:00 pm,"October 17, 2019",Learn what to wear to stay safe on your bike!,0
What to wear for winter bike riding,"ARC Wintergarden - 201 E. Peabody Dr, Champaign, Illinois",7:00 - 8:00 pm,"October 17, 2019",What to Wear Learn how to dress for biking in cooler and cold weather. Learn about layering your clothing and outfitting your bike to stay safe and warm on your bicycle throughout the winter months!,0
August Wilson's Gem of the Ocean,Colwell Playhouse,7:30 pm,"October 17, 2019","Part of August Wilson’s celebrated Pittsburgh Cycle, Illinois Theatre’s production is directed by long-time Wilson collaborator Chuck Smith and features a newly choreographed and composed City of Bones section in collaboration with Dance at Illinois.",0
Exhibit -- The Iron Horse of the Prairie State,"Main Library, room 324",12:00am - 11:59pm,"October 18, 2019","The Illinois History and Lincoln Collections is pleased to present “The Iron Horse of the Prairie State,” an exhibit that explores the evolution of the railroad in Illinois’s history. The exhibit showcases the IHLC’s holdings related to railroads, from their inception when railroad fever struck Illinois in the 1830s to today.",0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 18, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 18, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 18, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 18, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 18, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
"ACES International Seminar: ""Food Safety at the Nexus of Food Security—Lessons Learned from Afghanistan for Future Use”",180 Bevier Hall,11:00 am - 12:00 pm,"October 18, 2019","Dr. Hayley Oliver, the newly named director of the new USAID-funded Feed the Future Food Safety Innovation Lab will introduce her vision for the lab and share some of her work on USAID-funded projects on food safety capacity building in Afghanistan.",0
2019 Vacketta-DLA Piper Lecture on the Role of Government and the Law,"Room D, Law Building",12:00 pm,"October 18, 2019",Lecture,0
Womxn Rise Up: Speaking Up against Prison Censorship: How and Why We Formed the Freedom to Learn Campaign,"University YMCA, 1001 S Wright St.",12:00 pm,"October 18, 2019","This fall, the University YMCA’s Friday Forum explores how inspiring women leaders are addressing not just issues that disproportionately affect womxn but also a myriad of the most pressing social and environmental issues in our communities. Join us as we celebrate the creativity, passion and impact of womxn working for progressive change.",0
YMCA Friday Forum: Speaking Up against Prison Censorship: How and Why We Formed the Freedom to Learn Campaign,"Latzer Hall of the University YMCA, 1001 S. Wright Street, Champaign",12:00 pm,"October 18, 2019","Speaking Up against Prison Censorship: How and Why We Formed the Freedom to Learn Campaign featuring Rebecca Ginsburg, Education Justice Project",0
YOGA at KAM,Krannert Art Museum: Hood Classroom,12:00 - 1:00 pm,"October 18, 2019",A Friday lunchtime series of free yoga classes introduces participants to the fundamentals of hatha yoga. Please bring a mat and wear comfortable clothing. Held in the Hood Classroom on the lower level of the museum.,0
Yoga at the Museum (KAM),"Lower Level, Hood Classroom, Krannert Art Museum",12:00 - 1:00 pm,"October 18, 2019",A Friday lunchtime series of free yoga classes introduces participants to the fundamentals of hatha yoga. Please bring a mat and wear comfortable clothing. Held in the Hood Classroom on the lower level of the museum. (No session Nov 29 or Dec 6),0
IGB Special Seminar,612 Conference Center Carl R. Woese Institute for Genomic Biology,4:00 pm,"October 18, 2019","John F. Allen Research Department of Genetics, Evolution and Environment University College London ""Why have chloroplasts and mitochondria retained genomes?""",0
Weekly Yoga and Meditation,Illini Union Room 406,6:00 - 7:00 pm,"October 18, 2019",De-stress and energize your mind and body with 1-hour of Yoga and Meditation. *Yoga mats will be provided. *No experience necessary ;),0
August Wilson's Gem of the Ocean,Colwell Playhouse,7:30 pm,"October 18, 2019","Part of August Wilson’s celebrated Pittsburgh Cycle, Illinois Theatre’s production is directed by long-time Wilson collaborator Chuck Smith and features a newly choreographed and composed City of Bones section in collaboration with Dance at Illinois.",0
Physics at the Market,Urbana's Market at the Square: Corner of Illinois and Vine St.,8:00 am - 12:00 pm,"October 19, 2019","Ask a UIUC physicist your questions about the universe and how it works! Come see a super conductor make a magnet float! There are also singing magnets, florescence, wave propagation, reference frames, event horizons, and more!",0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 19, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 19, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 19, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 19, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
Illinois Football vs. Wisconsin,Memorial Stadium,11:00 am,"October 19, 2019",Sporting Event,0
Dessert and Conversation: August Wilson's Gem of the Ocean,Krannert Room,6:30 pm,"October 19, 2019",Go behind the scenes with a pre-show conversation.,0
August Wilson's Gem of the Ocean,Colwell Playhouse,7:30 pm,"October 19, 2019","Part of August Wilson’s celebrated Pittsburgh Cycle, Illinois Theatre’s production is directed by long-time Wilson collaborator Chuck Smith and features a newly choreographed and composed City of Bones section in collaboration with Dance at Illinois.",0
Homecoming in the Hall,Foellinger Great Hall,7:30 pm,"October 19, 2019","Enjoy this University of Illinois Homecoming Saturday concert featuring the world premiere of David Canfield’s recent ""Concerto after Elgar,"" composed for Sinfonia’s principal violist, Csaba Erdélyi.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 20, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
